MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.5777,32.0,4.604343,1.068758,1888.0,2.277443,34.21,-118.24,2.456
8.1325,24.0,7.29202,1.044992,3401.0,2.887097,34.17,-118.21,4.727
5.5118,48.0,5.799257,1.040892,825.0,3.066914,34.17,-118.27,3.547
5.5658,52.0,5.3,0.984091,1135.0,2.579545,34.17,-118.28,3.312
3.6354,22.0,4.235294,1.034976,1553.0,2.468998,34.17,-118.28,2.563
3.2171,14.0,3.284369,1.009416,1494.0,2.813559,34.15,-118.27,2.308
3.0,14.0,3.454229,1.035921,1941.0,2.249131,34.15,-118.26,1.786
5.6921,45.0,5.507614,1.017766,1043.0,2.647208,34.13,-118.24,2.69
4.0272,45.0,4.583721,1.02093,1245.0,2.895349,34.13,-118.24,2.605
2.2244,36.0,3.230263,1.123904,2542.0,2.787281,34.13,-118.25,2.559
3.9041,36.0,5.098039,1.013072,1441.0,2.354575,34.18,-118.29,3.204
4.375,51.0,6.502165,1.051948,586.0,2.536797,34.19,-118.3,3.324
4.1731,37.0,5.5625,1.0375,485.0,2.020833,34.19,-118.32,3.521
3.1051,23.0,3.731289,1.031705,4757.0,2.472453,34.2,-118.33,2.065
3.0687,37.0,3.153153,1.036036,342.0,3.081081,34.17,-118.3,2.0
2.8125,46.0,4.722034,1.020339,714.0,2.420339,34.18,-118.34,2.299
2.473,44.0,5.29863,1.027397,750.0,2.054795,34.17,-118.33,2.518
3.5637,40.0,4.414388,1.08777,1190.0,1.71223,34.15,-118.34,4.974
2.9306,40.0,4.635236,0.883375,799.0,1.98263,34.17,-118.32,2.793
3.2095,50.0,4.390335,0.98513,1196.0,4.446097,34.29,-118.43,1.67
2.3724,27.0,3.228464,1.048689,1243.0,4.655431,34.28,-118.43,1.542
2.3375,30.0,3.371681,1.00885,840.0,3.716814,34.29,-118.45,1.542
8.0683,20.0,8.124161,1.026846,1023.0,3.432886,34.15,-117.83,4.515
3.8365,29.0,5.503686,1.12285,1187.0,2.916462,34.14,-117.9,1.842
6.2089,33.0,6.529248,1.011142,1098.0,3.058496,34.14,-117.86,2.834
4.636,33.0,5.660333,1.016627,1269.0,3.014252,34.13,-117.86,2.455
3.4107,29.0,4.256757,0.97973,378.0,2.554054,34.13,-117.86,1.708
4.8229,23.0,6.351619,1.057554,3100.0,2.78777,34.12,-117.81,1.926
3.6201,21.0,4.66622,1.08311,1866.0,2.50134,34.11,-117.81,1.504
3.8929,19.0,4.974293,1.025707,1126.0,2.894602,34.1,-117.81,1.446
4.075,18.0,5.733749,1.028601,5407.0,2.811752,34.1,-117.83,2.311
3.0735,23.0,5.334589,1.040693,3205.0,2.415222,34.11,-117.78,2.123
3.1477,52.0,5.588694,0.966862,978.0,1.906433,34.1,-117.72,2.912
2.4952,32.0,4.001235,1.104938,1592.0,1.965432,34.1,-117.72,1.818
3.2566,36.0,4.926421,1.09699,785.0,2.625418,34.09,-117.72,1.518
2.3156,51.0,3.963918,1.015464,1173.0,3.023196,34.07,-117.76,1.098
2.2258,25.0,3.58159,1.027197,1807.0,3.780335,34.06,-117.78,1.148
3.7583,33.0,5.627907,1.106312,1689.0,5.611296,34.07,-117.79,1.163
2.227,30.0,3.703704,1.098039,1719.0,3.745098,34.06,-117.76,0.919
1.6006,52.0,4.427083,1.017361,1246.0,2.163194,34.07,-117.75,1.462
4.1339,34.0,5.320158,0.955204,2716.0,3.578393,34.07,-117.73,1.35
1.9643,32.0,3.88225,1.149385,1718.0,3.019332,34.06,-117.72,1.132
1.4063,51.0,4.446429,1.026786,368.0,3.285714,34.06,-117.73,0.988
2.3406,33.0,4.11349,1.047109,1430.0,3.062099,34.07,-117.73,1.226
2.2596,33.0,3.810409,0.97026,854.0,3.174721,34.07,-117.73,1.194
2.8929,36.0,4.184549,1.042918,809.0,3.472103,34.05,-117.73,1.181
3.7454,33.0,5.13969,1.028825,1904.0,4.221729,34.02,-117.74,1.164
5.6513,26.0,7.193634,1.066313,1389.0,3.68435,34.0,-117.85,2.279
6.3875,10.0,6.684171,1.054764,8686.0,3.258065,33.99,-117.86,3.107
6.0191,8.0,6.347327,1.047525,15507.0,3.070693,34.03,-117.78,2.539
5.0111,16.0,6.157757,1.075619,4911.0,3.201434,34.01,-117.83,2.129
6.1076,26.0,6.134907,0.939292,1993.0,3.360877,33.98,-117.84,2.212
6.6288,7.0,6.802554,1.026277,15037.0,3.69278,34.04,-117.87,3.397
5.6015,33.0,5.913613,0.937173,2037.0,2.66623,34.08,-117.87,2.672
2.6292,32.0,4.581006,1.092179,1312.0,3.664804,34.13,-117.9,1.361
1.5,5.0,3.620579,1.016077,819.0,2.633441,34.13,-117.9,1.398
4.0529,33.0,4.028497,0.935233,1571.0,4.069948,34.12,-117.9,1.382
3.3322,35.0,4.330317,0.877828,804.0,3.638009,34.12,-117.9,1.514
3.7846,41.0,4.515203,0.976351,2259.0,3.815878,34.12,-117.91,1.455
2.1667,23.0,4.023589,1.108677,4797.0,4.041281,34.11,-117.9,1.426
3.3625,31.0,5.077869,1.040984,929.0,3.807377,34.1,-117.94,1.534
3.0184,15.0,4.304982,1.078979,3131.0,3.804374,34.07,-117.98,1.394
3.2,20.0,4.40812,1.059829,1573.0,3.361111,34.07,-117.97,1.571
2.2679,39.0,3.240964,1.018072,1242.0,3.740964,34.08,-117.96,1.518
3.9741,28.0,5.082585,0.991023,2330.0,4.183124,34.08,-117.96,1.731
4.1172,37.0,5.256614,1.055556,1279.0,3.383598,34.07,-117.95,1.765
4.2062,35.0,4.797546,0.93865,499.0,3.06135,34.09,-117.93,1.613
4.1312,35.0,5.091787,0.985507,1257.0,3.036232,34.08,-117.92,1.852
3.9583,35.0,5.382812,1.0,379.0,2.960938,34.08,-117.93,2.06
2.9437,27.0,4.920471,1.072165,1762.0,2.594993,34.1,-117.89,1.804
3.9808,35.0,5.309963,0.9631,804.0,2.96679,34.07,-117.89,1.886
5.112,29.0,6.335283,1.015595,1382.0,2.693957,34.06,-117.91,2.183
3.7258,32.0,5.244737,1.021053,1385.0,3.644737,34.05,-117.96,1.819
3.5592,36.0,4.284431,1.05988,1367.0,4.092814,34.04,-117.94,1.602
3.871,27.0,5.404301,1.026882,3899.0,4.192473,34.02,-117.94,1.629
4.8854,30.0,5.280632,0.944664,905.0,3.577075,34.04,-117.93,1.781
3.7917,27.0,4.835227,1.082386,2091.0,5.940341,34.01,-117.9,1.311
3.9702,27.0,4.823887,0.955466,2079.0,4.208502,34.01,-117.9,1.414
2.625,21.0,4.801205,0.975904,484.0,2.915663,34.03,-117.98,1.911
3.443,18.0,4.731107,1.048037,5325.0,3.119508,33.99,-117.9,1.719
3.1979,32.0,4.516871,0.998466,2044.0,3.134969,34.02,-117.98,1.839
6.019,22.0,6.416961,0.95053,1968.0,3.477032,34.0,-117.98,3.249
7.0778,26.0,7.315098,0.995624,1429.0,3.126915,33.99,-117.98,3.343
4.5163,34.0,5.319923,1.034483,1954.0,3.743295,34.0,-117.96,1.838
5.7268,23.0,6.009009,1.027027,1560.0,2.810811,33.99,-117.97,3.003
2.5125,5.0,4.817473,1.109204,1415.0,2.207488,33.98,-117.89,1.845
2.1908,37.0,3.669903,0.893204,503.0,4.883495,34.05,-117.75,0.946
3.0417,24.0,4.534091,1.102273,1329.0,3.775568,34.14,-117.98,1.48
4.275,48.0,5.302469,1.03858,1540.0,2.376543,34.15,-118.0,2.568
9.4667,32.0,7.325758,1.037879,1558.0,2.950758,34.17,-118.02,5.00001
5.9582,38.0,6.453441,1.008097,633.0,2.562753,34.16,-118.04,3.507
9.8098,39.0,8.079882,1.08284,1034.0,3.059172,34.16,-118.03,5.00001
8.2004,32.0,8.249196,1.069132,1877.0,3.017685,34.15,-118.05,5.00001
3.6341,40.0,5.097041,1.086391,1769.0,2.093491,34.13,-118.06,3.915
4.5491,43.0,5.984848,1.045455,657.0,3.318182,34.12,-118.01,2.148
3.94,31.0,5.090385,1.036538,1473.0,2.832692,34.1,-118.03,2.239
7.1885,37.0,7.327586,1.017241,598.0,3.436782,34.11,-118.04,5.00001
3.55,20.0,6.138824,1.128235,2302.0,2.708235,34.12,-118.05,4.767
4.8017,39.0,5.669951,1.014778,1590.0,3.916256,34.1,-118.04,2.738
4.0179,42.0,5.136816,1.004975,1313.0,3.266169,34.1,-118.05,2.743
3.7222,34.0,4.546135,1.139651,1485.0,3.703242,34.09,-118.08,2.072
3.7066,32.0,4.279627,0.956059,2316.0,3.083888,34.09,-118.08,2.068
2.8029,29.0,3.773994,1.04644,1152.0,3.566563,34.09,-118.03,1.809
2.6071,28.0,4.765921,1.086059,2452.0,4.22031,34.08,-118.02,1.759
2.3611,52.0,2.36,0.786667,269.0,3.586667,34.07,-118.04,1.313
2.7254,25.0,3.796597,1.099768,4983.0,3.853828,34.08,-118.05,1.435
5.5418,36.0,5.847458,0.953995,1215.0,2.941889,34.17,-118.07,3.261
7.7108,39.0,6.846608,0.99115,880.0,2.59587,34.18,-118.1,4.5
2.4135,48.0,4.207407,1.074074,559.0,4.140741,34.18,-118.16,1.357
4.0714,42.0,5.843501,1.092838,1012.0,2.68435,34.19,-118.13,2.34
2.3967,38.0,4.278729,1.00489,1398.0,3.418093,34.19,-118.15,1.631
4.7241,46.0,5.375758,0.954545,753.0,2.281818,34.17,-118.1,2.796
3.6094,52.0,5.171014,1.066667,966.0,2.8,34.17,-118.13,2.615
4.1518,43.0,6.105263,1.08134,545.0,2.607656,34.16,-118.16,2.307
2.575,39.0,3.591203,1.086675,2546.0,3.293661,34.16,-118.14,1.535
2.6038,18.0,4.269231,1.223077,1095.0,2.807692,34.15,-118.13,1.556
3.4583,52.0,4.421569,0.895425,852.0,2.784314,34.16,-118.11,2.399
2.7431,14.0,4.204082,1.075802,782.0,2.279883,34.15,-118.1,1.775
6.4761,39.0,6.536232,0.960145,730.0,2.644928,34.16,-118.07,3.975
3.4087,45.0,4.679487,1.012821,672.0,2.871795,34.15,-118.07,2.092
3.875,27.0,3.620773,1.028986,755.0,1.823671,34.14,-118.15,2.583
10.7397,46.0,7.460993,1.016548,1109.0,2.621749,34.12,-118.13,5.00001
4.9167,16.0,4.55811,1.048531,1505.0,1.922095,34.13,-118.14,2.511
5.1072,49.0,5.989204,1.083671,1650.0,2.226721,34.13,-118.14,4.797
10.2317,52.0,7.656593,0.96978,1057.0,2.903846,34.11,-118.12,5.00001
7.8347,45.0,7.251834,1.01467,1231.0,3.00978,34.12,-118.09,5.00001
5.6152,38.0,5.98951,0.996503,779.0,2.723776,34.12,-118.09,3.599
4.6442,36.0,6.153527,1.093361,1231.0,2.553942,34.11,-118.09,3.168
5.2131,48.0,6.658307,1.0,785.0,2.460815,34.11,-118.12,3.596
2.7816,21.0,3.504537,1.076225,2773.0,2.516334,34.09,-118.13,1.882
7.4111,52.0,6.766382,1.051282,930.0,2.649573,34.11,-118.15,4.691
3.7895,52.0,5.705882,1.078431,704.0,2.300654,34.11,-118.15,3.648
6.0199,49.0,5.752412,0.926045,848.0,2.726688,34.12,-118.15,5.0
3.7235,48.0,4.662393,1.008547,632.0,2.700855,34.11,-118.16,2.636
8.058,25.0,6.815951,0.992331,1922.0,2.947853,34.1,-118.17,4.773
3.2307,25.0,3.757716,1.05787,3518.0,2.714506,34.09,-118.12,1.884
2.2214,42.0,3.729258,1.136827,1936.0,2.818049,34.09,-118.13,2.19
2.3462,36.0,4.272,0.984,949.0,3.796,34.09,-118.09,1.885
3.4375,34.0,4.409002,1.021526,1262.0,2.469667,34.1,-118.07,2.598
3.9219,38.0,4.770202,1.027778,1330.0,3.358586,34.08,-118.08,2.052
4.875,42.0,5.347985,1.058608,829.0,3.03663,34.09,-118.1,2.273
2.6884,24.0,3.637097,1.045161,3985.0,3.21371,34.08,-118.1,2.046
5.828,27.0,6.090909,0.996364,785.0,2.854545,34.06,-118.16,3.011
2.5321,35.0,4.196602,1.063107,1308.0,3.174757,34.06,-118.12,1.972
3.1892,25.0,4.037037,1.026455,1304.0,3.449735,34.06,-118.12,2.147
3.3088,39.0,4.568345,1.07554,1073.0,3.859712,34.07,-118.11,1.866
3.175,26.0,4.670588,1.070588,709.0,4.170588,34.07,-118.09,1.708
2.1944,33.0,4.131313,0.984848,664.0,3.353535,34.04,-118.15,2.033
5.2557,25.0,5.343373,0.962349,2653.0,3.995482,34.02,-118.06,1.888
2.9107,35.0,3.578313,1.03012,1373.0,4.135542,34.0,-118.08,1.509
3.045,36.0,5.140299,1.053731,1174.0,3.504478,34.0,-118.09,1.606
4.1458,35.0,4.674556,0.97929,1290.0,3.816568,34.0,-118.09,1.625
3.6875,36.0,5.327526,1.010453,1271.0,4.428571,33.99,-118.1,1.752
4.5478,45.0,5.884,1.02,670.0,2.68,33.99,-118.06,1.88
3.0,50.0,4.297357,1.008811,1362.0,3.0,33.98,-118.04,1.632
2.7578,46.0,4.47619,1.054422,880.0,1.995465,33.98,-118.03,2.368
2.3182,25.0,4.136054,1.130612,1580.0,2.14966,33.98,-118.04,1.821
4.6226,36.0,5.126238,0.985149,988.0,2.445545,33.96,-118.02,2.197
2.4607,32.0,4.287516,1.041614,3017.0,3.80454,33.97,-118.07,1.556
3.1607,37.0,4.523985,0.940959,1068.0,3.940959,33.98,-118.09,1.722
3.3942,36.0,3.811966,0.923077,410.0,3.504274,33.98,-118.11,1.472
3.9549,36.0,4.237895,0.915789,1476.0,3.107368,33.96,-118.1,1.921
4.369,34.0,4.96875,1.076389,1162.0,4.034722,33.96,-118.08,1.654
4.5306,36.0,4.620991,0.941691,1205.0,3.51312,33.93,-118.09,1.834
4.625,31.0,5.769697,1.015152,2430.0,3.681818,33.94,-118.04,1.739
5.2736,35.0,6.009732,1.012165,1386.0,3.372263,33.93,-118.03,1.795
3.4861,30.0,5.133733,1.03992,1564.0,3.121756,33.94,-118.03,1.772
3.4886,35.0,5.332481,1.023018,1112.0,2.84399,33.95,-118.02,1.739
3.9543,35.0,5.134122,0.95069,1305.0,2.573964,33.94,-118.0,2.144
4.9191,36.0,5.874618,1.006116,969.0,2.963303,33.94,-118.01,1.887
4.4118,31.0,4.606513,1.006784,1886.0,2.559023,33.93,-118.01,1.744
3.6028,33.0,5.06015,1.061224,2984.0,3.205156,33.93,-118.02,1.847
4.8523,36.0,5.620087,1.017467,779.0,3.401747,33.93,-117.99,1.758
5.0077,35.0,5.346667,1.02,445.0,2.966667,33.93,-118.0,1.85
3.75,37.0,5.71519,1.0,444.0,2.810127,33.94,-118.0,1.744
5.0384,35.0,6.22807,1.02924,574.0,3.356725,33.89,-118.0,2.008
4.2292,33.0,6.39375,1.021875,1018.0,3.18125,33.89,-118.01,2.128
5.5601,36.0,5.673709,0.988263,1276.0,2.995305,33.9,-118.02,2.052
3.2222,34.0,5.342365,1.029557,1169.0,2.87931,33.92,-118.02,2.187
5.125,36.0,5.419608,1.007843,685.0,2.686275,33.9,-118.01,2.117
3.5938,34.0,4.582633,1.002801,977.0,2.736695,33.9,-118.02,2.099
3.0529,25.0,5.057143,1.062857,1466.0,2.792381,34.02,-118.12,2.658
2.75,45.0,5.145669,1.114173,967.0,3.807087,34.02,-118.14,1.783
2.0536,44.0,2.766055,0.949541,588.0,2.697248,34.03,-118.15,1.864
2.4167,31.0,4.105263,1.020243,1064.0,4.307692,34.03,-118.17,1.255
3.5938,46.0,4.731544,1.120805,655.0,4.395973,34.04,-118.17,1.411
3.1528,35.0,4.15894,0.97351,2990.0,9.900662,34.05,-118.17,1.218
2.3125,37.0,3.897727,1.036364,2052.0,4.663636,34.06,-118.19,1.161
2.8295,38.0,4.506887,1.006887,3299.0,4.544077,34.05,-118.18,1.265
2.6964,29.0,5.059172,1.177515,785.0,4.64497,34.05,-118.19,1.222
2.8167,45.0,3.978166,1.039301,1005.0,4.388646,34.04,-118.17,1.14
3.375,39.0,4.352941,1.036199,999.0,4.520362,34.05,-118.17,1.26
1.1929,26.0,3.702586,1.099138,835.0,3.599138,34.03,-118.18,1.438
2.761,42.0,3.13879,1.039146,1248.0,4.441281,34.03,-118.17,1.2
2.3077,41.0,3.396985,1.085427,851.0,4.276382,34.02,-118.17,1.406
2.45,42.0,3.624521,1.042146,1191.0,4.563218,34.02,-118.17,1.32
1.9688,44.0,3.561404,1.093567,1175.0,3.435673,34.02,-118.16,1.739
1.4178,42.0,3.041758,1.006593,1825.0,4.010989,34.02,-118.14,1.455
3.0208,38.0,5.605664,1.054466,1568.0,3.416122,34.0,-118.11,1.937
2.8155,27.0,4.257353,1.027574,2012.0,3.698529,33.99,-118.12,1.768
2.25,36.0,3.25,0.972222,834.0,3.861111,34.01,-118.14,1.625
2.7045,15.0,4.616438,1.251142,899.0,4.105023,33.98,-118.22,1.906
4.5208,5.0,3.547739,1.020101,839.0,4.21608,33.99,-118.23,1.65
1.75,30.0,3.727273,1.082251,1062.0,4.597403,33.98,-118.24,1.154
2.0357,30.0,3.257851,1.066116,2650.0,4.380165,33.98,-118.22,1.699
2.5352,32.0,3.7173,1.036568,2784.0,3.915612,33.98,-118.22,1.844
2.3421,35.0,3.356299,1.029528,2252.0,4.433071,33.99,-118.2,1.542
2.0,32.0,3.741333,1.064,1506.0,4.016,33.98,-118.2,1.727
2.0057,34.0,3.977723,1.112624,3086.0,3.819307,33.97,-118.18,1.894
2.1731,38.0,4.469697,1.05303,620.0,4.69697,33.96,-118.14,1.438
2.3929,31.0,3.744505,1.175824,1897.0,5.211538,33.97,-118.16,1.911
2.2817,25.0,3.167147,1.024015,5027.0,4.829011,33.96,-118.17,1.642
2.6951,44.0,3.908962,1.01707,2962.0,4.213371,33.97,-118.23,1.693
2.1429,38.0,3.740406,1.054176,2033.0,4.589165,33.97,-118.24,1.185
1.1635,39.0,3.780899,1.067416,1520.0,4.269663,33.97,-118.25,1.087
1.6597,36.0,3.89011,0.989011,1136.0,4.161172,33.96,-118.23,1.091
3.0903,42.0,3.430769,0.913846,1412.0,4.344615,33.94,-118.22,1.535
4.0441,45.0,4.873995,1.093834,1705.0,4.571046,33.94,-118.2,1.575
2.4459,40.0,3.839655,1.024138,2244.0,3.868966,33.94,-118.21,1.438
3.3661,45.0,4.897906,0.971204,1315.0,3.442408,33.94,-118.19,1.608
2.5029,43.0,3.922921,1.036511,1895.0,3.843813,33.94,-118.2,1.597
3.5341,42.0,4.233766,0.99026,2062.0,3.347403,33.95,-118.18,1.675
1.9107,23.0,3.721495,1.091589,1380.0,2.579439,33.95,-118.17,1.819
2.6339,41.0,3.77533,0.885463,934.0,4.114537,33.93,-118.2,1.457
2.7679,39.0,6.103448,1.258621,184.0,3.172414,33.93,-118.21,1.089
4.4659,32.0,5.321622,1.072973,1349.0,3.645946,33.89,-118.27,1.381
1.9038,39.0,3.777344,1.0,903.0,3.527344,33.91,-118.26,0.931
1.4688,40.0,4.32,1.066667,761.0,3.382222,33.91,-118.24,0.882
1.875,38.0,4.65625,0.95,721.0,4.50625,33.91,-118.24,1.029
2.1734,34.0,4.622378,1.020979,742.0,5.188811,33.91,-118.23,0.882
1.5161,28.0,3.904863,1.057082,2263.0,4.784355,33.91,-118.22,1.032
3.1538,39.0,5.072464,1.048309,895.0,4.323671,33.92,-118.2,1.556
3.305,35.0,3.630952,0.956349,1153.0,4.575397,33.92,-118.19,1.158
2.8793,36.0,4.941558,1.080087,1836.0,3.974026,33.91,-118.2,1.181
2.1782,29.0,5.326146,1.196765,1254.0,3.380054,33.88,-118.21,1.268
2.1211,26.0,4.508475,1.271186,252.0,4.271186,33.89,-118.22,1.381
2.7434,37.0,4.801205,1.144578,485.0,2.921687,33.89,-118.22,0.952
2.9643,37.0,5.316327,1.086735,699.0,3.566327,33.89,-118.25,1.032
3.3095,36.0,5.473118,1.107527,1154.0,4.136201,33.89,-118.25,1.055
5.542,24.0,6.83572,1.006029,4558.0,3.434815,33.85,-118.26,1.975
3.5,33.0,4.48,1.04,843.0,4.215,33.84,-118.29,1.83
4.35,28.0,5.016317,0.967366,1623.0,3.783217,33.83,-118.27,2.005
4.0219,35.0,4.204461,1.01487,1007.0,3.743494,33.84,-118.22,1.683
3.9091,44.0,5.005587,1.128492,1115.0,3.114525,33.83,-118.22,1.744
4.5382,39.0,4.972561,0.981707,1034.0,3.152439,33.92,-118.08,1.657
5.752,35.0,5.728571,1.0,802.0,2.864286,33.95,-118.12,2.91
6.0723,34.0,6.143777,0.967811,1243.0,2.667382,33.96,-118.12,2.972
4.6992,36.0,6.588015,1.104869,837.0,3.134831,33.97,-118.13,2.519
4.5625,35.0,6.0,1.0,706.0,2.824,33.96,-118.13,2.535
5.4042,34.0,5.945205,1.017123,823.0,2.818493,33.97,-118.13,2.416
3.1104,24.0,3.839769,1.067435,3792.0,2.185591,33.95,-118.13,2.3
3.8427,35.0,5.471311,1.010246,1196.0,2.45082,33.93,-118.11,2.835
3.1496,34.0,4.348361,1.059426,1578.0,3.233607,33.93,-118.13,1.919
2.6862,19.0,3.966814,0.988938,1222.0,2.70354,33.93,-118.13,1.958
2.7875,35.0,4.483713,1.143322,1592.0,2.592834,33.95,-118.15,2.09
3.6917,35.0,6.047809,1.111554,857.0,3.414343,33.91,-118.12,1.975
4.875,40.0,5.181818,1.010101,399.0,4.030303,33.91,-118.1,1.676
4.7813,35.0,4.678862,1.00813,809.0,3.288618,33.9,-118.1,1.6
3.1957,29.0,4.355839,1.040146,1978.0,3.609489,33.91,-118.07,1.592
4.6406,45.0,5.27003,1.047478,1180.0,3.501484,33.9,-118.07,1.692
4.4167,40.0,4.973545,0.997354,1229.0,3.251323,33.9,-118.1,1.746
3.7321,41.0,4.659218,0.927374,603.0,3.368715,33.89,-118.08,1.675
3.099,27.0,4.191122,1.087546,2465.0,3.039457,33.89,-118.09,1.666
3.3182,35.0,3.904762,0.789116,610.0,4.14966,33.91,-118.15,1.333
3.1507,6.0,4.838483,1.189607,2467.0,3.464888,33.91,-118.16,1.44
2.7292,32.0,3.722488,1.086124,933.0,4.464115,33.9,-118.18,1.438
1.7344,6.0,3.398357,1.100616,1201.0,2.466119,33.89,-118.16,1.458
3.1923,40.0,4.308824,1.049632,1305.0,2.398897,33.88,-118.12,1.919
4.0911,19.0,4.802099,1.061469,1761.0,2.64018,33.88,-118.11,2.397
5.748,16.0,6.091358,1.018519,2668.0,3.293827,33.88,-118.07,2.842
6.5513,16.0,6.774684,0.989873,1377.0,3.486076,33.86,-118.05,3.504
4.8448,31.0,5.254973,1.045208,1806.0,3.265823,33.84,-118.08,1.946
4.54,23.0,5.347879,1.10303,2380.0,2.884848,33.84,-118.09,2.131
3.0114,33.0,4.668094,1.117773,1634.0,3.498929,33.88,-118.16,1.67
4.7361,44.0,5.518987,1.126582,783.0,3.303797,33.88,-118.18,1.677
3.225,32.0,4.305714,1.082857,1082.0,3.091429,33.88,-118.21,1.382
2.375,39.0,4.556075,1.140187,1702.0,2.65109,33.86,-118.18,1.608
2.7268,30.0,4.196907,1.1,2144.0,2.210309,33.85,-118.15,2.181
5.1805,37.0,5.469734,1.029056,1183.0,2.864407,33.86,-118.13,2.016
4.9904,36.0,6.004367,1.063319,1386.0,3.026201,33.86,-118.11,2.217
4.3661,37.0,5.372141,0.941788,1333.0,2.77131,33.85,-118.12,2.199
4.2917,44.0,4.97093,0.968023,786.0,2.284884,33.83,-118.13,3.147
4.4286,44.0,5.01318,1.019769,1316.0,2.16804,33.84,-118.14,2.549
3.8819,44.0,4.395349,1.081395,1378.0,3.204651,33.85,-118.18,1.432
6.4468,43.0,5.948198,0.925676,1011.0,2.277027,33.83,-118.19,4.442
4.1301,52.0,5.696231,1.073171,1030.0,2.283814,33.83,-118.18,2.684
2.8438,34.0,4.620968,1.069892,1444.0,3.88172,33.82,-118.21,1.393
2.1397,32.0,3.594306,1.090747,2557.0,4.549822,33.79,-118.21,1.453
1.55,36.0,3.149502,1.006645,1042.0,3.461794,33.79,-118.17,1.0
5.1806,9.0,4.416357,1.034696,1530.0,1.895911,33.8,-118.16,1.75
5.0424,45.0,5.540351,0.975439,687.0,2.410526,33.83,-118.12,2.259
3.2794,42.0,5.59176,1.037453,671.0,2.513109,33.82,-118.12,2.245
5.3735,36.0,5.681818,0.974432,956.0,2.715909,33.83,-118.1,2.344
7.1937,36.0,5.778462,0.993846,846.0,2.603077,33.81,-118.09,2.544
4.3203,37.0,5.565826,0.971989,1095.0,3.067227,33.82,-118.11,2.328
4.325,37.0,5.07438,0.979339,572.0,2.363636,33.81,-118.13,2.239
3.7321,36.0,5.9375,1.017857,273.0,2.4375,33.82,-118.13,2.237
4.0893,41.0,4.805732,1.035032,821.0,2.61465,33.8,-118.13,2.23
3.1042,44.0,5.069892,1.072581,1167.0,3.137097,33.8,-118.15,2.198
4.6875,36.0,5.663265,0.989796,721.0,2.452381,33.81,-118.12,2.507
5.62,36.0,6.228571,1.031746,786.0,2.495238,33.81,-118.1,2.396
5.0574,37.0,5.530488,1.003049,850.0,2.591463,33.8,-118.1,2.408
5.7389,35.0,6.010767,0.995962,2134.0,2.87214,33.78,-118.1,2.518
3.0453,25.0,4.141383,1.132095,2297.0,2.370485,33.79,-118.15,1.859
2.4,25.0,3.520226,1.110066,3916.0,3.683913,33.79,-118.16,1.537
2.375,32.0,3.350309,1.037037,3002.0,4.632716,33.79,-118.17,1.397
2.1964,44.0,4.033333,0.966667,153.0,5.1,33.79,-118.21,1.5
1.8036,42.0,5.459893,1.604278,533.0,2.850267,33.78,-118.19,1.75
2.2808,12.0,3.493661,1.110143,3068.0,2.431062,33.77,-118.17,1.547
1.1295,29.0,3.639344,1.241803,1391.0,2.85041,33.77,-118.18,1.375
2.3317,39.0,3.97561,1.058537,2470.0,2.409756,33.78,-118.16,2.225
7.5,45.0,6.233129,1.055215,361.0,2.214724,33.78,-118.13,4.345
3.901,37.0,5.154213,1.109698,1080.0,1.717011,33.76,-118.14,4.325
3.5214,50.0,4.122563,1.059889,1179.0,1.642061,33.76,-118.14,3.981
4.7361,50.0,5.539394,1.012121,322.0,1.951515,33.76,-118.14,4.188
3.9934,41.0,5.004831,1.18599,742.0,1.792271,33.75,-118.12,5.00001
10.2233,10.0,6.87228,1.075686,2528.0,2.391675,33.77,-118.12,5.00001
5.3046,37.0,5.028802,1.06682,1661.0,1.913594,33.77,-118.13,3.607
3.3906,52.0,7.385417,1.777778,733.0,2.545139,33.33,-118.32,3.0
2.6042,29.0,4.138728,1.236994,422.0,2.439306,33.43,-118.48,2.875
3.6583,44.0,5.534328,1.095522,976.0,2.913433,33.94,-118.31,1.267
4.9464,43.0,6.216949,0.989831,997.0,3.379661,33.93,-118.31,1.503
4.5368,37.0,5.720251,1.052192,1468.0,3.064718,33.94,-118.32,1.688
6.0718,38.0,5.831933,0.941176,412.0,3.462185,33.93,-118.33,1.56
4.6389,38.0,6.313609,1.005917,499.0,2.952663,33.94,-118.32,1.838
5.0912,44.0,6.457576,1.090909,1040.0,3.151515,33.95,-118.32,1.698
3.3214,47.0,4.912879,1.106061,704.0,2.666667,33.96,-118.32,1.665
3.5833,39.0,5.279221,1.201299,344.0,2.233766,33.98,-118.36,2.188
3.4063,33.0,3.756,1.136,1309.0,5.236,33.94,-118.36,1.523
1.7344,35.0,4.449153,1.067797,918.0,3.889831,33.93,-118.35,1.469
2.8462,35.0,3.454762,1.035714,1888.0,4.495238,33.94,-118.35,1.491
3.3125,42.0,3.938697,1.065134,1369.0,5.245211,33.94,-118.35,1.446
2.8958,10.0,3.553571,0.732143,61.0,1.089286,33.93,-118.37,2.458
4.9688,36.0,5.456853,1.0,509.0,2.583756,33.92,-118.37,2.389
5.5255,40.0,5.016216,1.010811,521.0,2.816216,33.92,-118.37,2.427
3.8,41.0,4.773893,1.02331,1191.0,2.776224,33.91,-118.36,2.225
